id;korean_name;english_name;position;image;tier;feature
27;렉사이;reksai;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/reksai.png;;
28;렐;rell;SUPPORT;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/rell.png;;
29;렝가;rengar;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/rengar.png;;
30;루시안;lucian;ADC;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/lucian.png;;
31;룰루;lulu;SUPPORT;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/lulu.png;;
32;르블랑;leblanc;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/leblanc.png;;
33;리신;leesin;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/leesin.png;;
34;리븐;riven;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/riven.png;;
35;리산드라;lissandra;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/lissandra.png;;
36;릴리아;lillia;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/lillia.png;;
37;마스터이;masteryi;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/masteryi.png;;
38;마오카이;maokai;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/maokai.png;;
39;말자하;malzahar;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/malzahar.png;;
40;말파이트;malphite;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/malphite.png;;
41;모데카이저;mordekaiser;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/mordekaiser.png;;
42;모르가나;morgana;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/morgana.png;;
43;문도박사;drmundo;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/drmundo.png;;
44;미스포츈;missfortune;ADC;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/missfortune.png;;
45;바드;bard;SUPPORT;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/bard.png;;
46;바루스;varus;ADC;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/varus.png;;
47;바이;vi;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/vi.png;;
48;베이가;veigar;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/veigar.png;;
49;베인;vayne;ADC;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/vayne.png;;
50;벡스;vex;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/vex.png;;
51;벨베스;belveth;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/belveth.png;;
52;벨코즈;velkoz;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/velkoz.png;;
53;볼리베어;volibear;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/volibear.png;;
54;브라움;braum;SUPPORT;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/braum.png;;
55;브랜드;brand;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/brand.png;;
56;블라디미르;vladimir;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/vladimir.png;;
57;블리츠크랭크;blitzcrank;SUPPORT;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/blitzcrank.png;;
58;비에고;viego;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/viego.png;;
59;빅토르;viktor;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/viktor.png;;
60;뽀삐;poppy;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/poppy.png;;
61;사미라;samira;ADC;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/samira.png;;
62;사이온;sion;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/sion.png;;
63;사일러스;sylas;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/sylas.png;;
64;샤코;shaco;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/shaco.png;;
65;세나;senna;SUPPORT;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/senna.png;;
66;세라핀;seraphine;SUPPORT;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/seraphine.png;;
67;세주아니;sejuani;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/sejuani.png;;
68;세트;sett;SUPPORT;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/sett.png;;
69;소나;sona;SUPPORT;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/sona.png;;
70;소라카;soraka;SUPPORT;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/soraka.png;;
71;쉔;shen;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/shen.png;;
72;쉬바나;shyvana;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/shyvana.png;;
73;스웨인;swain;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/swain.png;;
74;스카너;skarner;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/skarner.png;;
75;시비르;sivir;ADC;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/sivir.png;;
76;신짜오;xinzhao;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/xinzhao.png;;
77;신드라;syndra;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/syndra.png;;
78;신지드;singed;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/singed.png;;
79;쓰레쉬;thresh;SUPPORT;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/thresh.png;;
80;아리;ahri;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/ahri.png;;
81;아무무;amumu;SUPPORT;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/amumu.png;;
82;아우렐리온솔;aurelionsol;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/aurelionsol.png;;
83;아이번;ivern;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/ivern.png;;
84;아지르;azir;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/azir.png;;
85;아칼리;akali;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/akali.png;;
86;아크샨;akshan;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/akshan.png;;
87;아트록스;aatrox;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/aatrox.png;;
88;아펠리오스;aphelios;ADC;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/aphelios.png;;
89;알리스타;alistar;SUPPORT;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/alistar.png;;
90;애니;annie;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/annie.png;;
91;애니비아;anivia;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/anivia.png;;
92;애쉬;ashe;ADC;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/ashe.png;;
93;야스오;yasuo;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/yasuo.png;;
94;에코;ekko;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/ekko.png;;
95;엘리스;elise;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/elise.png;;
96;오공;wukong;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/wukong.png;;
97;오른;ornn;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/ornn.png;;
98;오리아나;orianna;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/orianna.png;;
99;올라프;olaf;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/olaf.png;;
100;요네;yone;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/yone.png;;
101;요릭;yorick;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/yorick.png;;
102;우디르;udyr;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/udyr.png;;
103;우르곳;urgot;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/urgot.png;;
104;워윅;warwick;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/warwick.png;;
105;유미;yuumi;SUPPORT;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/yuumi.png;;
106;이렐리아;irelia;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/irelia.png;;
107;이블린;evelynn;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/evelynn.png;;
108;이즈리얼;ezreal;ADC;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/ezreal.png;;
109;일라오이;illaoi;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/illaoi.png;;
110;자르반4세;jarvaniv;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/jarvaniv.png;;
111;자야;xayah;ADC;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/xayah.png;;
112;자이라;zyra;SUPPORT;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/zyra.png;;
113;자크;zac;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/zac.png;;
114;잔나;janna;SUPPORT;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/janna.png;;
115;잭스;jax;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/jax.png;;
116;제드;zed;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/zed.png;;
117;제라스;xerath;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/xerath.png;;
118;제리;zeri;ADC;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/zeri.png;;
119;제이스;jayce;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/jayce.png;;
120;조이;zoe;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/zoe.png;;
121;직스;ziggs;ADC;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/ziggs.png;;
122;진;jhin;ADC;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/jhin.png;;
123;질리언;zilean;SUPPORT;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/zilean.png;;
124;징크스;jinx;ADC;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/jinx.png;;
125;초가스;chogath;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/chogath.png;;
126;카르마;karma;SUPPORT;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/karma.png;;
127;카밀;camille;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/camille.png;;
128;카사딘;kassadin;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/kassadin.png;;
129;카서스;karthus;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/karthus.png;;
130;카시오페아;cassiopeia;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/cassiopeia.png;;
131;카이사;kaisa;ADC;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/kaisa.png;;
132;카직스;khazix;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/khazix.png;;
133;카타리나;katarina;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/katarina.png;;
134;칼리스타;kalista;ADC;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/kalista.png;;
135;케넨;kennen;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/kennen.png;;
136;케이틀린;caitlyn;ADC;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/caitlyn.png;;
137;케인;kayn;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/kayn.png;;
138;케일;kayle;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/kayle.png;;
139;코그모;kogmaw;ADC;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/kogmaw.png;;
140;코르키;corki;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/corki.png;;
141;퀸;quinn;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/quinn.png;;
142;클레드;kled;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/kled.png;;
143;키아나;qiyana;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/qiyana.png;;
144;킨드레드;kindred;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/kindred.png;;
145;타릭;taric;SUPPORT;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/taric.png;;
146;탈론;talon;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/talon.png;;
147;탈리야;taliyah;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/taliyah.png;;
148;탐켄치;tahmkench;SUPPORT;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/tahmkench.png;;
149;트런들;trundle;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/trundle.png;;
150;트리스타나;tristana;ADC;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/tristana.png;;
151;트린다미어;tryndamere;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/tryndamere.png;;
152;트위스티드페이트;twistedfate;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/twistedfate.png;;
153;트위치;twitch;ADC;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/twitch.png;;
154;티모;teemo;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/teemo.png;;
155;파이크;pyke;SUPPORT;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/pyke.png;;
156;판테온;pantheon;SUPPORT;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/pantheon.png;;
157;피들스틱;fiddlesticks;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/fiddlesticks.png;;
158;피오라;fiora;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/fiora.png;;
159;피즈;fizz;MIDDLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/fizz.png;;
160;하이머딩거;heimerdinger;TOP;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/heimerdinger.png;;
161;헤카림;hecarim;JUNGLE;https://lck-esports-manager.s3.ap-northeast-2.amazonaws.com/champion/hecarim.png;;
